Majority protein IDs,Protein ID,Gene names,logFC,PValue,FDR,Fold_change,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
Q4G067,Q4G067,Mrpl44,-24.69895782,3.43E-19,2.31E-18,3.67E-08,17020000,0,0,0,0,3404000,0,0,0,0,0,0,4,0,0,0,0,0.8,0,0,0,0,0,0
D3ZES7,D3ZES7,Plxna4a,24.67172937,3.46E-19,2.31E-18,26725792.06,0,0,0,0,0,0,16579000,0,0,0,0,3315800,0,0,0,0,0,0,2,0,0,0,0,0.4
P21818,P21818,Stmn2,24.67238831,3.45E-19,2.31E-18,26738001.72,0,0,0,0,0,0,0,0,0,0,16367000,3273400,0,0,0,0,2,0.4,0,0,0,2,0,0.4
Q642A4,Q642A4,NA,-24.68746896,3.47E-19,2.32E-18,3.70E-08,16885000,0,0,0,0,3377000,0,0,0,0,0,0,2,0,0,0,2,0.8,0,0,0,0,0,0
D4A9H6,D4A9H6,St5,24.64969381,3.52E-19,2.35E-18,26320686.94,0,0,0,0,0,0,0,0,0,16634000,0,3326800,0,0,0,0,0,0,0,0,0,3,0,0.6
Q5BJU0;A0A0G2K508,Q5BJU0,Rras2,-24.67071074,3.52E-19,2.35E-18,3.74E-08,16690000,0,0,0,0,3338000,0,0,0,0,0,0,3,2,0,0,2,1.4,0,0,0,0,0,0
Q6MGA3;Q63522;Q63521,Q6MGA3,Tap2;TAP2U;TAP2C,24.64742135,3.53E-19,2.35E-18,26279260.66,0,0,0,0,0,0,16302000,0,0,0,0,3260400,0,0,0,0,0,0,3,2,0,2,0,1.4
D4A5T1,D4A5T1,Sf3b5,-24.6519142,3.58E-19,2.35E-18,3.79E-08,0,0,0,0,16503000,3300600,0,0,0,0,0,0,4,0,2,0,3,1.8,0,0,0,0,0,0
P51577,P51577,P2rx4,24.63211882,3.58E-19,2.35E-18,26001992.06,0,0,0,0,0,0,16130000,0,0,0,0,3226000,0,0,0,0,0,0,3,0,0,0,0,0.6
P54645,P54645,Prkaa1,-24.65683017,3.56E-19,2.35E-18,3.78E-08,0,0,16666000,0,0,3333200,0,0,0,0,0,0,0,3,3,0,0,1.2,2,2,0,0,0,0.8
Q5XIS9,Q5XIS9,Prkd2,24.63050797,3.58E-19,2.35E-18,25972975.58,0,0,0,0,0,0,16112000,0,0,0,0,3222400,0,0,0,0,0,0,3,0,0,0,0,0.6
Q6AY96,Q6AY96,Gtf2f1,24.63885857,3.56E-19,2.35E-18,26123748.14,0,0,0,0,0,0,0,0,0,0,15991000,3198200,0,2,0,0,0,0.4,0,0,0,0,0,0
Q7TP42,Q7TP42,Sec62,24.63145204,3.58E-19,2.35E-18,25989977.35,0,0,0,0,0,0,0,0,0,16425000,0,3285000,0,0,2,0,2,0.8,2,2,3,2,0,1.8
Q9R1T5;A0A1W2Q6K0;A0A0H2UHY8,Q9R1T5,Aspa,-24.66186674,3.55E-19,2.35E-18,3.77E-08,16588000,0,0,0,0,3317600,0,0,0,0,0,0,4,0,0,0,0,0.8,0,0,0,0,0,0
B2RZ47;F1LSX7,B2RZ47,Exosc5,-24.64646652,3.59E-19,2.35E-18,3.81E-08,9093200,0,7378800,0,0,3294400,0,0,0,0,0,0,4,0,2,2,0,1.6,0,0,0,0,0,0
B4F7E7,B4F7E7,Mpp5,-24.64378661,3.60E-19,2.35E-18,3.81E-08,0,0,16516000,0,0,3303200,0,0,0,0,0,0,0,2,2,0,0,0.8,0,0,0,0,2,0.4
Q5U367,Q5U367,Plod3,24.61263862,3.64E-19,2.38E-18,25653256.04,0,0,0,0,0,0,0,0,0,0,15703000,3140600,0,0,0,0,0,0,0,0,0,0,2,0.4
Q5XIC2,Q5XIC2,Ecsit,-24.62748471,3.65E-19,2.38E-18,3.86E-08,0,0,6186500,0,10079000,3253100,0,0,0,0,0,0,0,0,4,0,3,1.4,0,0,0,0,0,0
Q5FVT5;F1MA54;Q63065,Q5FVT5,Pdk1,-24.62423256,3.67E-19,2.38E-18,3.87E-08,0,9158900,7130300,0,0,3257840,0,0,0,0,0,0,3,3,2,0,2,2,0,0,0,0,0,0
F1LVZ9,F1LVZ9,Hectd3,-24.60725895,3.72E-19,2.41E-18,3.91E-08,0,0,0,16230000,0,3246000,0,0,0,0,0,0,0,0,0,2,0,0.4,0,0,0,0,0,0
B2RYL8,B2RYL8,Ddx41,-24.59849756,3.75E-19,2.43E-18,3.94E-08,0,8375600,0,0,7577100,3190540,0,0,0,0,0,0,0,4,0,0,2,1.2,0,0,0,0,0,0
A0A0G2K4R0;F1LWB1,A0A0G2K4R0,Vav3,-24.58792563,3.78E-19,2.43E-18,3.97E-08,0,15881000,0,0,0,3176200,0,0,0,0,0,0,0,2,0,2,2,1.2,0,0,0,0,0,0
A0A0G2K4U2,A0A0G2K4U2,NA,24.5718939,3.77E-19,2.43E-18,24938889.67,0,0,0,0,0,0,0,15501000,0,0,0,3100200,0,0,0,0,2,0.4,2,3,0,0,0,1
D3ZUQ2,D3ZUQ2,Naa10,-24.58883378,3.78E-19,2.43E-18,3.96E-08,0,15891000,0,0,0,3178200,0,0,0,0,0,0,3,4,2,0,0,1.8,0,0,0,0,0,0
G3V6R5;Q07116,G3V6R5,Suox,-24.58840454,3.78E-19,2.43E-18,3.96E-08,0,0,15894000,0,0,3178800,0,0,0,0,0,0,0,0,2,2,0,0.8,0,0,0,0,0,0
Q4V897,Q4V897,Ccdc90b,-24.59101102,3.77E-19,2.43E-18,3.96E-08,0,15915000,0,0,0,3183000,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0
D3ZK45;Q5FVG2-2;Q5FVG2,D3ZK45,Epb4.1l5;Epb41l5,24.56466824,3.80E-19,2.43E-18,24814296.84,0,0,0,0,0,0,0,0,0,15682000,0,3136400,0,0,0,0,0,0,0,0,0,2,3,1
F1M3F8,F1M3F8,Camk2g,-24.54686052,3.92E-19,2.51E-18,4.08E-08,0,0,0,0,15344000,3068800,0,0,0,0,0,0,0,0,2,0,2,0.8,0,0,0,0,0,0
F1M9P0;A0A0G2K0K6,F1M9P0,Ap1ar,24.52795836,3.92E-19,2.51E-18,24190853.88,0,0,0,0,0,0,0,0,0,15288000,0,3057600,0,0,0,2,2,0.8,2,4,4,2,0,2.4
A0A1W2Q695;D4A0U9,A0A1W2Q695,Msh6,-24.5446022,3.93E-19,2.51E-18,4.09E-08,0,0,0,0,15320000,3064000,0,0,0,0,0,0,0,0,0,0,3,0.6,0,0,0,0,0,0
D3ZEA0,D3ZEA0,Fndc3a,24.52172639,3.94E-19,2.51E-18,24086582.69,0,0,0,0,0,0,0,0,0,0,14744000,2948800,0,0,0,0,0,0,0,0,0,0,2,0.4
F1MAN8,F1MAN8,Lama5,24.51855588,3.95E-19,2.51E-18,24033707.43,0,0,0,0,0,0,14909000,0,0,0,0,2981800,0,0,0,0,0,0,2,0,0,2,0,0.8
Q56R20;P83953,Q56R20,Kpna1,24.51858557,3.95E-19,2.51E-18,24034201.97,0,0,0,0,0,0,0,0,0,15189000,0,3037800,2,2,2,2,2,2,0,3,2,3,0,1.6
F1LY69,F1LY69,Ift140,24.51506691,3.97E-19,2.51E-18,23975655.29,0,0,0,0,0,0,0,0,0,15152000,0,3030400,0,0,0,0,0,0,0,0,0,3,0,0.6
Q91ZP7;P30120,Q91ZP7,Timp1,24.51375219,3.97E-19,2.51E-18,23953816.34,0,0,0,0,0,0,8637400,6234300,0,0,0,2974340,0,0,0,0,0,0,3,2,0,2,2,1.8
B1WBQ7;P54275,B1WBQ7,Msh2,-24.5272652,3.99E-19,2.52E-18,4.14E-08,0,0,0,0,15137000,3027400,0,0,0,0,0,0,0,2,0,2,2,1.2,0,0,0,0,0,0
D3ZUL3,D3ZUL3,Col6a1,24.50112948,4.01E-19,2.53E-18,23745149.19,0,0,0,0,0,0,0,0,0,0,14535000,2907000,0,0,0,0,0,0,0,0,0,0,2,0.4
Q4V7D7,Q4V7D7,Rbm22,-24.51280126,4.04E-19,2.54E-18,4.18E-08,0,0,0,0,14986000,2997200,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0
B2GV22,B2GV22,Ptdss2,-24.50366149,4.07E-19,2.56E-18,4.20E-08,0,14980000,0,0,0,2996000,0,0,0,0,0,0,0,2,0,0,0,0.4,0,0,0,0,0,0
F1M8A5,F1M8A5,Hypk,24.4805132,4.09E-19,2.56E-18,23408241.06,0,0,0,0,0,0,14521000,0,0,0,0,2904200,0,5,0,0,0,1,2,0,0,0,0,0.4
Q9JI66;Q9JI66-2;Q9QYA6,Q9JI66,Slc4a4,24.48008318,4.09E-19,2.56E-18,23401264.95,0,0,0,0,0,0,0,0,0,14789000,0,2957800,2,0,0,0,3,1,0,0,0,0,0,0
Q9Z2R7;D3ZFT1;O88461;A0A0G2JVK8,Q9Z2R7,Rfc1,-24.4977045,4.10E-19,2.56E-18,4.22E-08,0,0,0,0,14830000,2966000,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,0,0,0,0
A0A0G2JYV0;D3ZGX8;Q497A6,A0A0G2JYV0,Brd4,-24.49329682,4.11E-19,2.56E-18,4.23E-08,0,0,14880000,0,0,2976000,0,0,0,0,0,0,0,0,2,0,0,0.4,0,0,0,0,0,0
B2RZ27,B2RZ27,Sh3bgrl3,-24.49498256,4.11E-19,2.56E-18,4.23E-08,14776000,0,0,0,0,2955200,0,0,0,0,0,0,2,0,2,0,0,0.8,3,0,2,0,0,1
Q32Q54,Q32Q54,Uqcc1,-24.48097478,4.16E-19,2.58E-18,4.27E-08,9293200,0,5383900,0,0,2935420,0,0,0,0,0,0,2,2,2,0,0,1.2,0,0,0,0,0,0
D4A9T0,D4A9T0,Caskin2,-24.47849955,4.17E-19,2.58E-18,4.28E-08,0,14721000,0,0,0,2944200,0,0,0,0,0,0,0,2,0,0,0,0.4,0,0,0,0,0,0
A0A1B0GWW0,A0A1B0GWW0,NA,-24.46225136,4.22E-19,2.61E-18,4.33E-08,0,0,0,14678000,0,2935600,0,0,0,0,0,0,0,0,0,3,2,1,2,0,2,3,2,1.8
A2TIS8;A2TIS7;A0A0G2K6B2;B5DFF5;A0A0G2K1P8;Q5M7V4,A2TIS8,Triobp,-24.46222988,4.23E-19,2.61E-18,4.33E-08,0,0,14563000,0,0,2912600,0,0,0,0,0,0,0,0,2,0,0,0.4,0,2,0,0,0,0.4
D4AE17,D4AE17,Zak,24.4365795,4.25E-19,2.62E-18,22706145.8,0,0,0,0,0,0,0,0,0,0,13899000,2779800,2,2,2,2,2,2,2,2,2,2,2,2
F1MA04;M0RAY7,F1MA04,Wdr36,-24.45657205,4.25E-19,2.62E-18,4.34E-08,0,0,14506000,0,0,2901200,0,0,0,0,0,0,0,0,3,0,3,1.2,2,2,0,0,0,0.8
Q5XIJ4,Q5XIJ4,Fam210a,-24.44428692,4.29E-19,2.64E-18,4.38E-08,0,0,14383000,0,0,2876600,0,0,0,0,0,0,2,2,2,0,0,1.2,0,0,2,0,0,0.4
A0A0G2K365;D3ZEN0,A0A0G2K365,Micall2,24.41900919,4.31E-19,2.64E-18,22431288.97,0,0,0,0,0,0,0,0,0,14176000,0,2835200,0,0,0,0,0,0,2,0,0,2,0,0.8
B2GUV5;A0A0G2KAG3;A0A0G2K2R1;Q811A7;Q8R2H0,B2GUV5,Atp6v1g1;Atp6G;Atp6v1g2,24.4135031,4.34E-19,2.64E-18,22345842.47,0,0,0,0,0,0,0,0,0,14122000,0,2824400,0,0,2,0,0,0.4,3,0,2,3,0,1.6
G3V969;A0A0G2JTJ9;D4A030,G3V969,Tfcp2;Ubp1,24.41496414,4.33E-19,2.64E-18,22368483.83,0,0,0,0,0,0,13876000,0,0,0,0,2775200,0,0,0,0,0,0,2,0,0,0,0,0.4
P97887,P97887,Psen1,24.41392406,4.33E-19,2.64E-18,22352363.56,0,0,0,0,0,0,13866000,0,0,0,0,2773200,0,0,2,0,0,0.4,3,0,0,2,0,1
Q5RK23,Q5RK23,Abhd1,-24.43936042,4.31E-19,2.64E-18,4.40E-08,0,14327000,0,0,0,2865400,0,0,0,0,0,0,2,3,2,0,0,1.4,0,0,0,2,0,0.4
D3ZBS9,D3ZBS9,Smarcd1,-24.42813801,4.35E-19,2.65E-18,4.43E-08,14107000,0,0,0,0,2821400,0,0,0,0,0,0,2,0,0,0,0,0.4,0,0,0,0,0,0
F7F163;B5DFD1,F7F163,Nudcd1,-24.42103019,4.38E-19,2.66E-18,4.45E-08,0,0,14153000,0,0,2830600,0,0,0,0,0,0,0,2,2,0,0,0.8,0,0,0,0,0,0
Q5M7T9,Q5M7T9,Thnsl2,-24.42224664,4.38E-19,2.66E-18,4.45E-08,0,7659700,0,0,6459900,2823920,0,0,0,0,0,0,3,2,0,0,2,1.4,0,0,0,0,0,0
D3ZMI4;A0A0G2K0F3;Q9WTP0-2;D4ACZ4;D4A9L5;Q9WTP0,D3ZMI4,Epb41l1,-24.40996128,4.42E-19,2.68E-18,4.49E-08,0,14038000,0,0,0,2807600,0,0,0,0,0,0,0,2,0,0,0,0.4,0,0,0,0,0,0
Q6AYT5,Q6AYT5,Armt1,-24.39487206,4.48E-19,2.71E-18,4.53E-08,0,0,6118300,0,7730600,2769780,0,0,0,0,0,0,0,2,2,0,2,1.2,0,0,2,2,0,0.8
Q9R1E1;Q63611;Q5U334;Q7M048,Q9R1E1,PVR;Tage4,24.37013905,4.50E-19,2.72E-18,21684172.44,0,0,0,0,0,0,0,13478000,0,0,0,2695600,0,0,0,0,0,0,0,2,2,2,0,1.2
A0A0G2K0J0;F1LR36,A0A0G2K0J0,Supt6h,-24.36086235,4.62E-19,2.75E-18,4.64E-08,0,0,0,0,13488000,2697600,0,0,0,0,0,0,0,0,0,2,3,1,2,0,0,0,0,0.4
A0A0K0WYI6;A0A0K0WYG5;F1M0J3;Q9R1N3-6;Q9R1N3-5;Q9R1N3-4;Q9R1N3;Q9R1N3-3;Q9R1N3-2,A0A0K0WYI6,Slc4a7,24.34116054,4.62E-19,2.75E-18,21252961.33,0,0,0,0,0,0,13184000,0,0,0,0,2636800,0,0,0,0,0,0,2,0,0,0,0,0.4
D3ZDR2,D3ZDR2,Chmp6,24.3445447,4.61E-19,2.75E-18,21302873.39,0,0,0,0,0,0,0,13241000,0,0,0,2648200,0,0,0,0,0,0,0,3,0,0,0,0.6
F1LNQ5;Q3SWT9;A0A0G2K7D7,F1LNQ5,Nars2,-24.36044933,4.62E-19,2.75E-18,4.64E-08,0,0,13571000,0,0,2714200,0,0,0,0,0,0,2,3,2,0,0,1.4,0,0,0,0,0,0
F1LZX5,F1LZX5,Hectd4,-24.36792265,4.59E-19,2.75E-18,4.62E-08,0,0,0,13749000,0,2749800,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0
P0DL28;A0A0G2JUJ2;F1M675,P0DL28,Fbxw8,24.34301961,4.61E-19,2.75E-18,21280365.79,0,0,0,0,0,0,13201000,0,0,0,0,2640200,0,0,0,0,2,0.4,2,0,0,0,0,0.4
P35349,P35349,Grm6,24.34867912,4.59E-19,2.75E-18,21364009.94,0,0,0,0,0,0,0,13279000,0,0,0,2655800,2,0,2,0,0,0.8,3,5,0,0,2,2
Q6AYI5,Q6AYI5,Shoc2,24.34280102,4.61E-19,2.75E-18,21277141.73,0,0,0,0,0,0,13199000,0,0,0,0,2639800,0,2,0,0,0,0.4,4,0,0,0,2,1.2
O54922,O54922,Exoc7,-24.35266796,4.65E-19,2.77E-18,4.67E-08,0,0,13498000,0,0,2699600,0,0,0,0,0,0,0,0,2,2,0,0.8,0,0,0,0,0,0
D3ZNG0;D3ZBE9;F1M7T0;O88923-3;O88923-6;O88923-2;O88923-4;O88923-5;O88923-1;O88923,D3ZNG0,Adgrl2;Lphn2,24.33034369,4.66E-19,2.77E-18,21094209.52,0,0,0,0,0,0,0,0,0,13331000,0,2666200,0,2,0,2,0,0.8,0,0,0,2,3,1
P07633,P07633,Pccb,-24.34404069,4.69E-19,2.78E-18,4.70E-08,0,13411000,0,0,0,2682200,0,0,0,0,0,0,0,3,0,0,0,0.6,0,0,0,0,0,0
Q6XQG8,Q6XQG8,Chst7,-24.34382553,4.69E-19,2.78E-18,4.70E-08,0,13409000,0,0,0,2681800,0,0,0,0,0,0,0,2,2,0,0,0.8,0,0,0,0,0,0
D4A1Y0;A0A0G2JVC2,D4A1Y0,Scyl2,-24.34155537,4.70E-19,2.78E-18,4.70E-08,0,0,0,13500000,0,2700000,0,0,0,0,0,0,0,0,0,2,0,0.4,0,0,0,0,0,0
A0A023IMI6;A0A023IM45;A0A023IKI3;P28064,A0A023IMI6,Psmb8,24.29320906,4.82E-19,2.79E-18,20558177.81,0,0,0,0,0,0,12753000,0,0,0,0,2550600,0,0,0,0,0,0,2,0,0,0,2,0.8
A0A0G2JXJ7;Q9Z1X1,A0A0G2JXJ7,Esyt1,24.29415069,4.81E-19,2.79E-18,20571600.22,0,0,0,0,0,0,0,0,12717000,0,0,2543400,0,0,0,0,0,0,0,0,2,0,0,0.4
B0BN82,B0BN82,Rpf2,-24.31599769,4.80E-19,2.79E-18,4.79E-08,13052000,0,0,0,0,2610400,0,0,0,0,0,0,4,0,2,2,3,2.2,0,0,2,0,0,0.4
B1H282,B1H282,Colgalt1,24.30436528,4.77E-19,2.79E-18,20717768.46,0,0,0,0,0,0,12852000,0,0,0,0,2570400,0,0,0,0,0,0,2,2,0,0,2,1.2
D4A9Y0,D4A9Y0,Sdf2l1,24.30716892,4.76E-19,2.79E-18,20758069.13,0,0,0,0,0,0,12877000,0,0,0,0,2575400,0,0,0,0,0,0,3,0,0,0,0,0.6
F1LNG5;Q63787;M0RC47;Q63787-3;Q63787-2,F1LNG5,Pik3r1,-24.3192627,4.79E-19,2.79E-18,4.78E-08,0,0,0,13293000,0,2658600,0,0,0,0,0,0,0,0,0,2,0,0.4,0,0,0,0,0,0
F1M0R1,F1M0R1,Rnf213,24.30660863,4.76E-19,2.79E-18,20750008.99,0,0,0,0,0,0,12872000,0,0,0,0,2574400,0,0,0,0,0,0,3,0,3,4,0,2
F1M4I4,F1M4I4,Vps51,-24.31555543,4.81E-19,2.79E-18,4.79E-08,0,0,0,0,13071000,2614200,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0.4
F8WFR6;A0A0G2JXP1;O08730,F8WFR6,Gyg1,-24.32192667,4.78E-19,2.79E-18,4.77E-08,0,13207000,0,0,0,2641400,0,0,0,0,0,0,0,2,0,0,0,0.4,0,0,0,0,0,0
G3V7Q0;B5DF49,G3V7Q0,Dennd5a,24.30601363,4.76E-19,2.79E-18,20741453.01,0,0,0,0,0,0,0,0,12822000,0,0,2564400,0,2,0,0,0,0.4,0,0,2,0,0,0.4
M0RAK2,M0RAK2,LOC684270,-24.32920122,4.75E-19,2.79E-18,4.74E-08,13172000,0,0,0,0,2634400,0,0,0,0,0,0,2,2,0,0,0,0.8,2,0,0,0,0,0.4
O35260-2;O35260;G3V8D3;Q562B4,O35260-2,Nacc1;Nacc2,-24.32214513,4.78E-19,2.79E-18,4.77E-08,0,13209000,0,0,0,2641800,0,0,0,0,0,0,0,2,0,0,0,0.4,0,0,0,0,0,0
Q5U2U3,Q5U2U3,Parp3,24.31063788,4.74E-19,2.79E-18,20808041.96,0,0,0,0,0,0,12908000,0,0,0,0,2581600,0,0,0,0,0,0,3,0,0,0,0,0.6
Q9ESY8;Q9ET50;Q66HP4,Q9ESY8,Stau1,-24.3129413,4.82E-19,2.79E-18,4.80E-08,0,13125000,0,0,0,2625000,0,0,0,0,0,0,0,3,0,0,0,0.6,2,3,3,0,0,1.6
P62628,P62628,Dynlrb1,24.28573115,4.85E-19,2.80E-18,20451894.45,0,0,0,0,0,0,0,0,12643000,0,0,2528600,3,0,2,0,0,1,0,2,0,0,0,0.4
A0A0G2JUD6;F1LQZ3;Q9WV62,A0A0G2JUD6,Kif3a,24.27989976,4.87E-19,2.81E-18,20369394.52,0,0,0,0,0,0,0,0,12592000,0,0,2518400,2,0,0,0,0,0.4,2,0,2,3,2,1.8
A0A0G2K523;Q99PR0,A0A0G2K523,Pomt1,24.27710248,4.89E-19,2.81E-18,20329938.07,0,0,0,0,0,0,0,0,0,12848000,0,2569600,0,0,0,0,3,0.6,2,0,2,0,0,0.8
Q641W4;Q9QXI2,Q641W4,Rfc2,-24.29439306,4.90E-19,2.81E-18,4.86E-08,12858000,0,0,0,0,2571600,0,0,0,0,0,0,3,0,0,0,0,0.6,0,2,0,0,0,0.4
D3ZIF0,D3ZIF0,Zfp512,-24.2863984,4.93E-19,2.83E-18,4.89E-08,0,0,12892000,0,0,2578400,0,0,0,0,0,0,2,0,2,0,0,0.8,0,0,0,0,0,0
F1LT09,F1LT09,Wdr33,-24.28544243,4.93E-19,2.83E-18,4.89E-08,0,0,0,0,12801000,2560200,0,0,0,0,0,0,0,0,0,2,2,0.8,0,0,0,0,0,0
A0A0G2JVD6;A0A0G2K913;P80385,A0A0G2JVD6,Prkag1,-24.26766733,5.01E-19,2.84E-18,4.95E-08,12622000,0,0,0,0,2524400,0,0,0,0,0,0,2,3,2,2,0,1.8,2,3,0,0,0,1
A0A0G2K329;Q6PW35;A0A0G2JW27;Q6PW38;Q6PW37;A0A1W5DU98;Q6PW36;Q6PW39;A0A1W2Q6M6;A0A0G2K4Z2;Q6PW34;A0A0G2K498;A0A0G2K3Q5;P97686-3;P97686-2;P97686,A0A0G2K329,Nrcam,-24.27036433,5.00E-19,2.84E-18,4.94E-08,0,0,0,12850000,0,2570000,0,0,0,0,0,0,0,2,2,2,0,1.2,0,0,0,0,0,0
D3ZFS7;B2RYW5,D3ZFS7,Lyplal1,-24.27371255,4.98E-19,2.84E-18,4.93E-08,12675000,0,0,0,0,2535000,0,0,0,0,0,0,4,2,0,0,0,1.2,0,0,0,0,0,0
D4A415,D4A415,Fam175b,24.2566051,4.98E-19,2.84E-18,20043138.54,0,0,0,0,0,0,0,12458000,0,0,0,2491600,0,0,0,0,0,0,0,3,0,0,0,0.6
G3V7Z3;Q62881;Q62882,G3V7Z3,Nol3,-24.26849893,5.01E-19,2.84E-18,4.95E-08,5979300,0,0,0,6661700,2528200,0,0,0,0,0,0,2,2,0,0,2,1.2,0,0,0,0,0,0
Q10743,Q10743,Adam10,-24.27717127,4.97E-19,2.84E-18,4.92E-08,0,5861500,0,7000200,0,2572340,0,0,0,0,0,0,2,4,0,2,3,2.2,0,0,0,0,0,0
Q4KLK9;B4DMK6,Q4KLK9,Ssu72,24.24781768,5.01E-19,2.84E-18,19921427.26,0,0,0,0,0,0,12358000,0,0,0,0,2471600,0,0,0,0,0,0,2,0,0,0,0,0.4
D3ZVD3,D3ZVD3,Nt5c1a,24.23875004,5.05E-19,2.86E-18,19796609.58,0,0,0,0,0,0,0,0,0,0,12118000,2423600,0,0,0,0,0,0,0,0,0,0,3,0.6
D3ZF13,D3ZF13,LOC683884,-24.25192169,5.08E-19,2.87E-18,5.01E-08,0,0,0,0,12507000,2501400,0,0,0,0,0,0,0,2,4,2,0,1.6,0,0,0,0,0,0
D3ZY47,D3ZY47,RGD1559896,-24.25157592,5.08E-19,2.87E-18,5.01E-08,12482000,0,0,0,0,2496400,0,0,0,0,0,0,4,0,0,0,0,0.8,0,0,0,0,0,0
M0RC57,M0RC57,Smap1,-24.24346241,5.12E-19,2.88E-18,5.03E-08,12412000,0,0,0,0,2482400,0,0,0,0,0,0,2,0,0,0,0,0.4,0,0,0,3,0,0.6
D3ZF39,D3ZF39,Uap1,24.21964306,5.14E-19,2.89E-18,19536152.87,0,0,0,0,0,0,12119000,0,0,0,0,2423800,0,0,0,0,0,0,2,2,0,0,0,0.8
G3V834;Q3T1I4,G3V834,Prrc1,24.21691787,5.15E-19,2.89E-18,19499284.71,0,0,0,0,0,0,0,0,0,0,11936000,2387200,0,0,0,0,0,0,0,0,0,3,2,1
D4A0B4;A0A0G2JVW3,D4A0B4,Ankrd17,24.20692649,5.20E-19,2.91E-18,19364709.11,0,0,0,0,0,0,0,0,0,12238000,0,2447600,2,2,0,0,0,0.8,0,0,0,2,0,0.4
A0A096MJI4,A0A096MJI4,Gigyf2,-24.20125994,5.31E-19,2.95E-18,5.18E-08,0,0,0,12249000,0,2449800,0,0,0,0,0,0,0,0,2,2,0,0.8,0,0,0,0,0,0
A0A0G2JXM0;D3ZVL1;D3ZHI1;A0A0G2KA58;A0A0G2K2J9,A0A0G2JXM0,Ctage5,24.18782082,5.28E-19,2.95E-18,19109951.96,0,0,0,0,0,0,0,0,0,12077000,0,2415400,0,0,0,0,0,0,0,0,0,2,0,0.4
A0A0G2JYT9;A0A0G2K7V5;B2GV50,A0A0G2JYT9,Rfx2,-24.19929619,5.32E-19,2.95E-18,5.19E-08,0,0,0,0,12059000,2411800,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0.4
B2RZ66,B2RZ66,Srp19,-24.202284,5.31E-19,2.95E-18,5.18E-08,0,0,0,0,12084000,2416800,0,0,0,0,0,0,2,0,2,0,2,1.2,3,2,0,0,0,1
O35165,O35165,Gosr2,-24.21054421,5.27E-19,2.95E-18,5.15E-08,12132000,0,0,0,0,2426400,0,0,0,0,0,0,6,3,3,0,3,3,0,3,2,0,0,1
Q63714;G3V6A8;A0A0G2JWG6,Q63714,Golgb1,24.1865288,5.29E-19,2.95E-18,19092845.52,0,0,0,0,0,0,11844000,0,0,0,0,2368800,0,0,0,0,2,0.4,2,2,2,6,0,2.4
Q642A8;A0A0G2K9Q8,Q642A8,Ubr7,-24.20063372,5.31E-19,2.95E-18,5.19E-08,0,6728700,0,0,5381300,2422000,0,0,0,0,0,0,2,3,0,0,2,1.4,0,0,0,0,0,0
Q68FS9,Q68FS9,Commd10,24.18847641,5.28E-19,2.95E-18,19118637.95,0,0,0,0,0,0,11860000,0,0,0,0,2372000,0,0,2,0,2,0.8,4,0,0,0,3,1.4
A0A679CA10;A0A0K1W396;C4PAV9;C7EMI4;U3M4V1;H8Y1J4;A4UHZ3;A4UHZ2;B3Y999;K7T8L3;A0A0U3BXX1;G8HZ47;M9TEK6;A0A411P2I9;E0A0C7;A0A411P2L0;A0A0U2UDS4;A0A0U2M179;A0A0U2IDR8;E0A016;F8QU31;A0A411P2K0;E0A075;L0L4L8;A0A140GE11;A0A140GE10;A0A140GE09;A0A140GE08;A0A3S6FM15;A0A3S6FK13;A0A3S6FK10;A0A3Q8AZT4;A0A3Q8AGE8;A0A3Q8AC68;A0A385HCK1;A0A385HCC9;A0A385HC93;A0A385HC91;E0A019;A0A097PE40;V9ZBX5;S5RKC8;R9TL61;R9TKN1;Q8SEY9;Q8HIC4;Q5UAI7;Q06Q99;L0N495;L0N490;L0N311;L0N1V8;H6RXT5;H2KXA0;F8QU37;F2Q6S6;F2Q6S5;D6NSS7;D6NSS6;D6NSR9;D6NSR8;D6NSR7;D6NSR3;D6NSR2;D6NSR1;D6NSQ8;D6NSQ6;D6NSQ3;D6NSQ0;D6NSP8;D6NSP7;D6NSP6;D6NSP5;D6NSP4;D6NSP2;D6NSP0;B0M1Q8;A0A678T6F6;A0A220DA44;A0A220DA28;A0A220DA20;A0A220DA02;A0A220D9Z6;A0A220D9Z3;A0A220D9W5;A0A0S1Z1V9;A0A0S1Z1V4;A0A0A1FZ42;A0A096XNM4;Q9G898;P00159,A0A679CA10,cyt b;cytb;CYTB;Mt-cytb;CYB;Mt-Cyb,24.17086462,5.36E-19,2.97E-18,18886664.78,0,0,0,0,0,0,0,0,0,0,11561000,2312200,2,2,2,2,2,2,2,2,2,2,2,2
